date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:31	554486/554486	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227856-59eeb74efef75%22	https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/8192a.js	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/cache/minify/8192a.js	(from https://themes.muffingroup.com/be/itservice3/)
23:13:31	233/233	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2025%20Feb%202020%2022:13:32%20GMT	https://themes.muffingroup.com/be/itservice3/xmlrpc.php?rsd	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/xmlrpc0db0.php	(from https://themes.muffingroup.com/be/itservice3/)
23:13:32	77837/77837	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Feb%202020%2022:13:32%20GMT	https://themes.muffingroup.com/be/itservice3/wp-json/	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-json/index.html	(from https://themes.muffingroup.com/be/itservice3/)
23:13:32	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%22415-59d1c3d798621%22	https://themes.muffingroup.com/be/itservice3/wp-includes/wlwmanifest.xml	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-includes/wlwmanifest.xml	(from https://themes.muffingroup.com/be/itservice3/)
23:13:33	2285/2285	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Feb%202020%2022:13:33%20GMT	https://themes.muffingroup.com/be/itservice3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fitservice3%2F	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-json/oembed/1.0/embed33d6.json	(from https://themes.muffingroup.com/be/itservice3/)
23:13:34	2704/2704	---MCZ	200	added ('OK')	text/xml	date:Tue,%2025%20Feb%202020%2022:13:34%20GMT	https://themes.muffingroup.com/be/itservice3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fitservice3%2F&format=xml	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-json/oembed/1.0/embedd0d4	(from https://themes.muffingroup.com/be/itservice3/)
23:13:36	5905/5905	---M--	200	added ('OK')	image/png	etag:%221711-59d1c3d7407e8%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Feb%202020%2022:13:36%20GMT	http://themes.muffingroup.com/be/itservice3/wp-content/uploads/2020/01/repair3-slider-bg.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2020/01/repair3-slider-bg.c.delayed	(from https://themes.muffingroup.com/be/itservice3/)
23:13:37	443903/443903	---M--	200	added ('OK')	image/jpeg	etag:%226c5ff-59d1c3d744668%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2020/01/repair3-slider-bg.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2020/01/repair3-slider-bg.jpg	(from https://themes.muffingroup.com/be/itservice3/)
23:13:37	1362/1362	---M--	200	added ('OK')	image/png	etag:%22552-59d1c3d7436c8%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon1.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon1.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:38	92977/92977	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2022:13:38%20GMT	https://themes.muffingroup.com/be/itservice3/about-us/	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/about-us/index.html	(from https://themes.muffingroup.com/be/itservice3/)
23:13:39	98190/98190	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2022:13:38%20GMT	https://themes.muffingroup.com/be/itservice3/services/	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/services/index.html	(from https://themes.muffingroup.com/be/itservice3/)
23:13:39	93188/93188	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2021:23:03%20GMT	https://themes.muffingroup.com/be/itservice3/pricing/	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/pricing/index.html	(from https://themes.muffingroup.com/be/itservice3/)
23:13:40	93038/93038	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2022:13:40%20GMT	https://themes.muffingroup.com/be/itservice3/contact/	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/contact/index.html	(from https://themes.muffingroup.com/be/itservice3/)
23:13:42	1229/1229	---M--	200	added ('OK')	image/png	etag:%224cd-59d1c3d742728%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num1.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num1.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:42	1351/1351	---M--	200	added ('OK')	image/png	etag:%22547-59d1c3d738ae9%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon2.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon2.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:43	1292/1292	---M--	200	added ('OK')	image/png	etag:%2250c-59d1c3d7436c8%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num2.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num2.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:44	661/661	---M--	200	added ('OK')	image/png	etag:%22295-59d1c3d735c09%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon3.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon3.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:44	1298/1298	---M--	200	added ('OK')	image/png	etag:%22512-59d1c3d7436c8%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num3.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num3.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:45	1176/1176	---M--	200	added ('OK')	image/png	etag:%22498-59d1c3d73c969%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon4.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-icon4.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:46	1269/1269	---M--	200	added ('OK')	image/png	etag:%224f5-59d1c3d734c6a%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num4.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-home-num4.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:47	148559/148559	---M--	200	added ('OK')	image/jpeg	etag:%222444f-59d1c3d73d909%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-about-pic1.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-about-pic1.jpg	(from https://themes.muffingroup.com/be/itservice3/)
23:13:47	3741/3741	---M--	200	added ('OK')	image/png	etag:%22e9d-59d1c3d73e8a9%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-sectionbg1.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-sectionbg1.png	(from https://themes.muffingroup.com/be/itservice3/)
23:13:47	124469/124469	---M--	200	added ('OK')	image/jpeg	etag:%221e635-59d1c3d736ba9%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic1.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic1.jpg	(from https://themes.muffingroup.com/be/itservice3/)
23:13:48	153701/153701	---M--	200	added ('OK')	image/jpeg	etag:%2225865-59d1c3d73e8a9%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic3.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic3.jpg	(from https://themes.muffingroup.com/be/itservice3/)
23:13:49	100497/100497	---M--	200	added ('OK')	image/jpeg	etag:%2218891-59d1c3d738ae9%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic2.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic2.jpg	(from https://themes.muffingroup.com/be/itservice3/)
23:13:49	86793/86793	---M--	200	added ('OK')	image/jpeg	etag:%2215309-59d1c3d739a89%22	https://themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic4.jpg	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/uploads/2019/11/itservice3-services-pic4.jpg	(from https://themes.muffingroup.com/be/itservice3/)
23:13:50	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4d0ade-4d7%22	https://themes.muffingroup.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://themes.muffingroup.com/be/itservice3/)
23:13:51	70311/70311	---M-Z	200	added ('OK')	application/x-javascript	etag:%224924-59f29c1b5a3fd%22	https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/4c6a5.js	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/cache/minify/4c6a5.js	(from https://themes.muffingroup.com/be/itservice3/)
23:13:52	108655/108655	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2022:13:51%20GMT	https://themes.muffingroup.com/be/itservice3/?utm_source=demos	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/indexaa26.html	(from https://themes.muffingroup.com/be/itservice3/)
23:13:54	295295/295295	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212b69-59f29c1b8d078%22	https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/1fbdc.js	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/cache/minify/1fbdc.js	(from https://themes.muffingroup.com/be/itservice3/)
23:13:56	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-59d1c3d512e3b%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:13:59	12136/12136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-59d1c3d51da1a-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:13:59	7536/7536	---M-Z	200	added ('OK')	application/font-woff	etag:%221d70-59d1c3d51da1a-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:00	11968/11968	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222ec0-59d1c3d51da1a-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:01	13691/13691	---M-Z	200	added ('OK')	image/svg+xml	etag:%22357b-59d1c3d51da1a-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:02	326/326	---M--	200	added ('OK')	text/html	etag:%22146-59d1c3d522839%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:04	326/326	---M--	200	added ('OK')	text/html	etag:%22146-59d1c3d522839%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:05	70/70	---M--	200	added ('OK')	image/png	etag:%2246-59d1c3d69c6f7%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:05	70/70	---M--	200	added ('OK')	image/png	etag:%2246-59d1c3d522839%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:06	70/70	---M--	200	added ('OK')	image/png	etag:%2246-59d1c3d69c6f7%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:06	71/71	---M--	200	added ('OK')	image/png	etag:%2247-59d1c3d524779%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:07	90/90	---M--	200	added ('OK')	image/png	etag:%225a-59d1c3d524779%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:07	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-59d1c3d69b757%22	https://themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/0b648.css)
23:14:08	125568/125568	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ea80-59d1c4feec32e-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons.eot?31690507	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons4cdc.eot	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:08	81448/81448	---MCZ	200	added ('OK')	application/font-woff	etag:%2213e28-59d1c4feec32e-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons.woff?31690507	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons4cdc.woff	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:08	125396/125396	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%221e9d4-59d1c4feec32e-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons.ttf?31690507	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons4cdc.ttf	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:08	185810/185810	---MCZ	200	added ('OK')	image/svg+xml	etag:%222d5d2-59d1c4feeb38f-gzip%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons.svg?31690507	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/fonts/mfn-icons4cdc.svg	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:09	972/972	---M--	200	added ('OK')	image/png	etag:%223cc-59d1c4fee368f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_5_b.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_5_b.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:10	974/974	---M--	200	added ('OK')	image/png	etag:%223ce-59d1c4fee368f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_3_b.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_3_b.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:10	404/404	---M--	200	added ('OK')	image/gif	etag:%22194-59d1c4fee174f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/preloader.gif	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/preloader.gif	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:11	108/108	---M--	200	added ('OK')	image/png	etag:%226c-59d1c4fee26ef%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/box_shadow.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/box_shadow.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:11	241/241	---M--	200	added ('OK')	image/png	etag:%22f1-59d1c4fee944f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:12	2338/2338	---M--	200	added ('OK')	image/png	etag:%22922-59d1c4fee174f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/timeline_right.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/timeline_right.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:12	1168/1168	---M--	200	added ('OK')	image/png	etag:%22490-59d1c4fee174f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/recent_comments.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/recent_comments.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:14	982/982	---M--	200	added ('OK')	image/png	etag:%223d6-59d1c4fee368f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_10_w.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_10_w.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:15	966/966	---M--	200	added ('OK')	image/png	etag:%223c6-59d1c4feeb38f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/videomask.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/videomask.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:16	118/118	---M--	200	added ('OK')	image/png	etag:%2276-59d1c4fee368f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/textline_dark.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/textline_dark.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:17	2993/2993	---M--	200	added ('OK')	image/png	etag:%22bb1-59d1c4fee84af%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/fancy_heading_hr_dark.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/fancy_heading_hr_dark.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:19	1160/1160	---M--	200	added ('OK')	image/png	etag:%22488-59d1c4fee26ef%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/textline.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/textline.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
23:14:19	973/973	---M--	200	added ('OK')	image/png	etag:%223cd-59d1c4fee368f%22	https://themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_10_b.png	C:/Users/sethm/Desktop/BeItWebApp/themes.muffingroup.com/be/itservice3/wp-content/themes/betheme/images/stripes/stripes_10_b.png	(from https://themes.muffingroup.com/be/itservice3/wp-content/cache/minify/eb214.css)
